Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
461,2024-01-20,76.93,73.16512953445402,2.0,0.9,-153.8599999993994,2081.451055748236,1.2000000000000002,0.9,-43.72863157894738,2042.2704938736847
462,2024-01-20,87.37,82.22710532294951,2.0,0.9,-0.0,2081.451055748236,1.2000000000000002,0.9,-0.0,2042.2704938736847
463,2024-01-20,96.07,94.52343362100333,2.0,0.9,-0.0,2081.451055748236,1.2000000000000002,0.9,-0.0,2042.2704938736847
464,2024-01-20,100.0,104.61827570737043,-2.0,0.37368421052631584,200.0,2281.451055748236,-2.0,0.37368421052631584,200.0,2242.2704938736847
465,2024-01-20,99.0,96.03461891965388,-2.0,0.09999999999999998,102.96000000000002,2384.411055748236,-2.0,0.09999999999999998,102.96000000000002,2345.2304938736847
466,2024-01-20,95.92,94.49642398920419,-1.7866750777571512,0.09999999999999998,-0.0,2384.411055748236,-2.0,0.09999999999999998,-0.0,2345.2304938736847
467,2024-01-20,92.49,85.40299431154243,-1.9564535603002178,0.09999999999999998,-0.0,2384.411055748236,-2.0,0.09999999999999998,-0.0,2345.2304938736847
468,2024-01-20,82.88,78.2767692926477,-1.9487251308324915,0.09999999999999998,-0.0,2384.411055748236,-1.6,0.09999999999999998,-0.0,2345.2304938736847
469,2024-01-20,77.75,82.95904366838585,2.0,0.575,-155.5,2228.911055748236,1.6,0.48,-124.4,2220.8304938736846
470,2024-01-20,78.65,82.28610917207861,2.0,0.9,-107.62631578947371,2121.284739958762,1.2000000000000002,0.765,-94.38000000000002,2126.4504938736845
471,2024-01-20,90.85,95.19682875209769,2.0,0.9,-0.0,2121.284739958762,1.2000000000000002,0.9,-51.64105263157895,2074.8094412421055
472,2024-01-20,96.07,96.43054365998765,2.0,0.9,-0.0,2121.284739958762,1.2000000000000002,0.9,-0.0,2074.8094412421055
473,2024-01-20,105.0,101.94841049123914,-1.2000000000000022,0.5842105263157888,126.00000000000023,2247.2847399587627,-2.0,0.37368421052631584,210.0,2284.8094412421055
474,2024-01-20,105.0,107.1858891412001,-2.0,0.09999999999999998,193.19999999999976,2440.4847399587625,-2.0,0.09999999999999998,109.20000000000003,2394.0094412421054
